  "PINCODE,C,6","CITY,C,25","STATE,C,15","REGION,C,10","NEWZONE,C,8"
110001,NEW DELHI,DELHI,NORTH,A
110002,NEW DELHI,DELHI,NORTH,A
110003,NEW DELHI,DELHI,NORTH,A
110004,NEW DELHI,DELHI,NORTH,A
110005,NEW DELHI,DELHI,NORTH,A
110006,NEW DELHI,DELHI,NORTH,A
110007,NEW DELHI,DELHI,NORTH,A
110008,NEW DELHI,DELHI,NORTH,A
110009,NEW DELHI,DELHI,NORTH,A
110010,NEW DELHI,DELHI,NORTH,A
110011,NEW DELHI,DELHI,NORTH,A
110012,NEW DELHI,DELHI,NORTH,A
110013,NEW DELHI,DELHI,NORTH,A
110014,NEW DELHI,DELHI,NORTH,A
110015,NEW DELHI,DELHI,NORTH,A
110016,NEW DELHI,DELHI,NORTH,A
110017,NEW DELHI,DELHI,NORTH,A
110018,NEW DELHI,DELHI,NORTH,A
110019,NEW DELHI,DELHI,NORTH,A
110020,NEW DELHI,DELHI,NORTH,A
110021,NEW DELHI,DELHI,NORTH,A
110022,NEW DELHI,DELHI,NORTH,A
110023,NEW DELHI,DELHI,NORTH,A
110024,NEW DELHI,DELHI,NORTH,A
110025,NEW DELHI,DELHI,NORTH,A
110026,NEW DELHI,DELHI,NORTH,A
110027,NEW DELHI,DELHI,NORTH,A
110028,NEW DELHI,DELHI,NORTH,A
110029,NEW DELHI,DELHI,NORTH,A
110030,NEW DELHI,DELHI,NORTH,A
110031,DELHI,DELHI,NORTH,A
110032,DELHI,DELHI,NORTH,A
110033,NEW DELHI,DELHI,NORTH,A
110034,NEW DELHI,DELHI,NORTH,A
110035,NEW DELHI,DELHI,NORTH,A
110036,NEW DELHI,DELHI,NORTH,A
110037,NEW DELHI,DELHI,NORTH,A
110038,NEW DELHI,DELHI,NORTH,A
110039,NEW DELHI,DELHI,NORTH,A
110040,NEW DELHI,DELHI,NORTH,A
110041,NEW DELHI,DELHI,NORTH,A
110042,NEW DELHI,DELHI,NORTH,A
110043,NEW DELHI,DELHI,NORTH,A
110044,NEW DELHI,DELHI,NORTH,A
110045,NEW DELHI,DELHI,NORTH,A
110046,NEW DELHI,DELHI,NORTH,A
110047,NEW DELHI,DELHI,NORTH,A
110048,NEW DELHI,DELHI,NORTH,A
110049,NEW DELHI,DELHI,NORTH,A
110051,DELHI,DELHI,NORTH,A
110052,NEW DELHI,DELHI,NORTH,A
110053,DELHI,DELHI,NORTH,A
110054,NEW DELHI,DELHI,NORTH,A
110055,NEW DELHI,DELHI,NORTH,A
110056,NEW DELHI,DELHI,NORTH,A
110057,NEW DELHI,DELHI,NORTH,A
110058,NEW DELHI,DELHI,NORTH,A
110059,NEW DELHI,DELHI,NORTH,A
110060,NEW DELHI,DELHI,NORTH,A
110061,NEW DELHI,DELHI,NORTH,A
110062,NEW DELHI,DELHI,NORTH,A
110063,NEW DELHI,DELHI,NORTH,A
110064,NEW DELHI,DELHI,NORTH,A
110065,NEW DELHI,DELHI,NORTH,A
110066,NEW DELHI,DELHI,NORTH,A
110067,NEW DELHI,DELHI,NORTH,A
110068,NEW DELHI,DELHI,NORTH,A
110069,NEW DELHI,DELHI,NORTH,A
110070,NEW DELHI,DELHI,NORTH,A
110071,NEW DELHI,DELHI,NORTH,A
110072,NEW DELHI,DELHI,NORTH,A
110073,NEW DELHI,DELHI,NORTH,A
110074,NEW DELHI,DELHI,NORTH,A
110075,NEW DELHI,DELHI,NORTH,A
110076,NEW DELHI,DELHI,NORTH,A
110077,NEW DELHI,DELHI,NORTH,A
110078,NEW DELHI,DELHI,NORTH,A
110081,NEW DELHI,DELHI,NORTH,A
110082,NEW DELHI,DELHI,NORTH,A
110083,NEW DELHI,DELHI,NORTH,A
110084,NEW DELHI,DELHI,NORTH,A
110085,NEW DELHI,DELHI,NORTH,A
110086,NEW DELHI,DELHI,NORTH,A
110087,NEW DELHI,DELHI,NORTH,A
110088,NEW DELHI,DELHI,NORTH,A
110089,NEW DELHI,DELHI,NORTH,A
110091,NEW DELHI,DELHI,NORTH,A
110092,NEW DELHI,DELHI,NORTH,A
110093,DELHI,DELHI,NORTH,A
110094,DELHI,DELHI,NORTH,A
110095,DELHI,DELHI,NORTH,A
110096,NEW DELHI,DELHI,NORTH,A
110101,NEW DELHI,DELHI,NORTH,A
110103,NEW DELHI,DELHI,NORTH,A
110104,NEW DELHI,DELHI,NORTH,A
110105,NEW DELHI,DELHI,NORTH,A
110106,NEW DELHI,DELHI,NORTH,A
110107,NEW DELHI,DELHI,NORTH,A
110108,NEW DELHI,DELHI,NORTH,A
110109,NEW DELHI,DELHI,NORTH,A
110110,NEW DELHI,DELHI,NORTH,A
110112,NEW DELHI,DELHI,NORTH,A
110113,NEW DELHI,DELHI,NORTH,A
110114,NEW DELHI,DELHI,NORTH,A
110115,NEW DELHI,DELHI,NORTH,A
110116,NEW DELHI,DELHI,NORTH,A
110117,NEW DELHI,DELHI,NORTH,A
110118,NEW DELHI,DELHI,NORTH,A
110119,NEW DELHI,DELHI,NORTH,A
110120,NEW DELHI,DELHI,NORTH,A
110122,NEW DELHI,DELHI,NORTH,A
110124,NEW DELHI,DELHI,NORTH,A
110125,NEW DELHI,DELHI,NORTH,A
110301,NEW DELHI,DELHI,NORTH,A
110302,NEW DELHI,DELHI,NORTH,A
110501,NEW DELHI,DELHI,NORTH,A
110502,NEW DELHI,DELHI,NORTH,A
110503,NEW DELHI,DELHI,NORTH,A
110504,NEW DELHI,DELHI,NORTH,A
110510,NEW DELHI,DELHI,NORTH,A
110511,NEW DELHI,DELHI,NORTH,A
110512,NEW DELHI,DELHI,NORTH,A
110601,NEW DELHI,DELHI,NORTH,A
110602,NEW DELHI,DELHI,NORTH,A
110603,NEW DELHI,DELHI,NORTH,A
110604,NEW DELHI,DELHI,NORTH,A
110605,NEW DELHI,DELHI,NORTH,A
110606,NEW DELHI,DELHI,NORTH,A
110607,NEW DELHI,DELHI,NORTH,A
110608,NEW DELHI,DELHI,NORTH,A
110609,NEW DELHI,DELHI,NORTH,A
121001,FARIDABAD,HARYANA,NORTH,A
121002,FARIDABAD,HARYANA,NORTH,A
121003,FARIDABAD,HARYANA,NORTH,A
121004,FARIDABAD,HARYANA,NORTH,A
121005,FARIDABAD,HARYANA,NORTH,A
121006,FARIDABAD,HARYANA,NORTH,A
121007,FARIDABAD,HARYANA,NORTH,A
121008,FARIDABAD,HARYANA,NORTH,A
121009,FARIDABAD,HARYANA,NORTH,A
121102,BALLABHGARH,HARYANA,NORTH,C
122001,GURGAON,HARYANA,NORTH,A
122002,GURGAON,HARYANA,NORTH,A
122003,GURGAON,HARYANA,NORTH,A
122004,GURGAON,HARYANA,NORTH,A
122005,GURGAON,HARYANA,NORTH,A
122006,GURGAON,HARYANA,NORTH,A
122007,GURGAON,HARYANA,NORTH,A
122008,GURGAON,HARYANA,NORTH,A
122009,GURGAON,HARYANA,NORTH,A
122010,GURGAON,HARYANA,NORTH,A
122011,GURGAON,HARYANA,NORTH,A
122012,GURGAON,HARYANA,NORTH,A
122015,GURGAON,HARYANA,NORTH,A
122016,GURGAON,HARYANA,NORTH,A
122017,GURGAON,HARYANA,NORTH,A
122018,GURGAON,HARYANA,NORTH,A
122050,GURGAON,HARYANA,NORTH,A
122051,GURGAON,HARYANA,NORTH,A
122100,BHIWADI,RAJASTHAN,NORTH,C
122102,GURGAON,HARYANA,NORTH,A
122106,BHIWADI,RAJASTHAN,NORTH,C
123401,REWARI,HARYANA,NORTH,C
123501,BAWAL,HARYANA,NORTH,C
124001,ROHTAK,HARYANA,NORTH,C
124507,BAHADURGARH,HARYANA,NORTH,C
125001,HISSAR,HARYANA,NORTH,C
125002,HISSAR,HARYANA,NORTH,C
125003,HISSAR,HARYANA,NORTH,C
125004,HISSAR,HARYANA,NORTH,C
125005,HISSAR,HARYANA,NORTH,C
125044,HISSAR,HARYANA,NORTH,C
125050,PANIPAT,HARYANA,NORTH,C
125055,SIRSA,HARYANA,NORTH,C
125104,BHATINDA,HARYANA,NORTH,C
126102,JIND,HARYANA,NORTH,C
127021,BHIWANI,HARYANA,NORTH,C
131001,SONEPAT,HARYANA,NORTH,C
131021,SONEPAT,HARYANA,NORTH,C
131027,SONEPAT,HARYANA,NORTH,C
131028,SONEPAT,HARYANA,NORTH,C
132001,KARNAL,HARYANA,NORTH,C
132037,KARNAL,HARYANA,NORTH,C
132041,KARNAL,HARYANA,NORTH,C
132103,PANIPAT,HARYANA,NORTH,A
132106,PANIPAT,HARYANA,NORTH,A
132110,PANIPAT,HARYANA,NORTH,A
132116,KARNAL,HARYANA,NORTH,C
132117,KARNAL,HARYANA,NORTH,C
132140,PANIPAT,HARYANA,NORTH,A
132151,PANIPAT,HARYANA,NORTH,A
133001,AMBALA CANTT,HARYANA,NORTH,A
133004,AMBALA CANTT,HARYANA,NORTH,A
133005,AMBALA CANTT,HARYANA,NORTH,A
133006,AMBALA CANTT,HARYANA,NORTH,A
133302,NEW DELHI,HARYANA,NORTH,C
134002,AMBALA CANTT,HARYANA,NORTH,A
134003,AMBALA CANTT,HARYANA,NORTH,A
134007,AMBALA CANTT,HARYANA,NORTH,A
134101,NEW DELHI,HARYANA,NORTH,C
134102,NEW DELHI,HARYANA,NORTH,C
134108,PANCHKULA,HARYANA,NORTH,A
134109,PANCHKULA,HARYANA,NORTH,A
134112,PANCHKULA,HARYANA,NORTH,A
134113,PANCHKULA,HARYANA,NORTH,A
134115,PANCHKULA,HARYANA,NORTH,A
134116,CHANDIGARH,CHANDIGARH,NORTH,A
135001,YAMUNA NAGAR,HARYANA,NORTH,C
135002,YAMUNA NAGAR,HARYANA,NORTH,C
135003,YAMUNA NAGAR,HARYANA,NORTH,C
136027,KAITHAL,HARYANA,NORTH,C
136118,KURUKSHETRA,HARYANA,NORTH,C
136119,KURUKSHETRA,HARYANA,NORTH,C
136128,KURUKSHETRA,HARYANA,NORTH,C
136131,KURUKSHETRA,HARYANA,NORTH,C
140001,ROPAR,PUNJAB,NORTH,C
140105,ZIRAKPUR,PUNJAB,NORTH,A
140124,NANGAL,PUNJAB,NORTH,C
140126,NANGAL,PUNJAB,NORTH,C
140401,RAJPURA,PUNJAB,NORTH,C
140501,AMBALA CANTT,HARYANA,NORTH,A
140603,ZIRAKPUR,PUNJAB,NORTH,A
141001,LUDHIANA,PUNJAB,NORTH,A
141002,LUDHIANA,PUNJAB,NORTH,A
141003,LUDHIANA,PUNJAB,NORTH,A
141004,LUDHIANA,PUNJAB,NORTH,A
141005,LUDHIANA,PUNJAB,NORTH,A
141006,LUDHIANA,PUNJAB,NORTH,A
141007,LUDHIANA,PUNJAB,NORTH,A
141008,LUDHIANA,PUNJAB,NORTH,A
141009,LUDHIANA,PUNJAB,NORTH,A
141010,LUDHIANA,PUNJAB,NORTH,A
141011,LUDHIANA,PUNJAB,NORTH,A
141012,LUDHIANA,PUNJAB,NORTH,A
141013,LUDHIANA,PUNJAB,NORTH,A
141014,LUDHIANA,PUNJAB,NORTH,A
141015,LUDHIANA,PUNJAB,NORTH,A
141017,LUDHIANA,PUNJAB,NORTH,A
141304,PHAGWARA,PUNJAB,NORTH,B
141309,JALANDHAR,PUNJAB,NORTH,A
141310,NAKODAR,PUNJAB,NORTH,C
141401,KHANNA,PUNJAB,NORTH,C
141402,KHANNA,PUNJAB,NORTH,C
142001,MOGA,PUNJAB,NORTH,C
142026,MOGA,PUNJAB,NORTH,C
142027,LUDHIANA,PUNJAB,NORTH,A
143001,AMRITSAR,PUNJAB,NORTH,A
143002,AMRITSAR,PUNJAB,NORTH,A
143003,AMRITSAR,PUNJAB,NORTH,A
143004,AMRITSAR,PUNJAB,NORTH,A
143005,AMRITSAR,PUNJAB,NORTH,A
143006,AMRITSAR,PUNJAB,NORTH,A
143021,AMRITSAR,PUNJAB,NORTH,A
143101,AMRITSAR,PUNJAB,NORTH,A
143104,AMRITSAR,PUNJAB,NORTH,A
143105,AMRITSAR,PUNJAB,NORTH,A
143106,AMRITSAR,PUNJAB,NORTH,A
143501,AMRITSAR,PUNJAB,NORTH,A
143505,AMRITSAR,PUNJAB,NORTH,C
143521,PATHANKOT,PUNJAB,NORTH,C
144001,JALANDHAR,PUNJAB,NORTH,A
144002,JALANDHAR,PUNJAB,NORTH,A
144003,JALANDHAR,PUNJAB,NORTH,A
144004,JALANDHAR,PUNJAB,NORTH,A
144005,JALANDHAR,PUNJAB,NORTH,A
144006,JALANDHAR,PUNJAB,NORTH,A
144007,JALANDHAR,PUNJAB,NORTH,A
144008,JALANDHAR,PUNJAB,NORTH,A
144009,JALANDHAR,PUNJAB,NORTH,A
144011,JALANDHAR,PUNJAB,NORTH,A
144021,JALANDHAR,PUNJAB,NORTH,A
144022,JALANDHAR,PUNJAB,NORTH,A
144023,JALANDHAR,PUNJAB,NORTH,A
144027,JALANDHAR,PUNJAB,NORTH,A
144033,NAKODAR,PUNJAB,NORTH,C
144039,NAKODAR,PUNJAB,NORTH,C
144040,NAKODAR,PUNJAB,NORTH,C
144041,NAKODAR,PUNJAB,NORTH,C
144203,TANDA,PUNJAB,NORTH,C
144204,TANDA,PUNJAB,NORTH,C
144401,PHAGWARA,PUNJAB,NORTH,B
144402,PHAGWARA,PUNJAB,NORTH,B
144409,GORAYA,PUNJAB,NORTH,C
144410,GORAYA,PUNJAB,NORTH,C
144416,GORAYA,PUNJAB,NORTH,C
144505,BANGA,PUNJAB,NORTH,C
144506,BANGA,PUNJAB,NORTH,C
144507,BANGA,PUNJAB,NORTH,C
144508,BANGA,PUNJAB,NORTH,C
144514,NAWANSHAHR,PUNJAB,NORTH,C
144515,BANGA,PUNJAB,NORTH,C
144517,BANGA,PUNJAB,NORTH,C
144524,BANGA,PUNJAB,NORTH,C
144526,BANGA,PUNJAB,NORTH,C
144527,BANGA,PUNJAB,NORTH,C
144528,BANGA,PUNJAB,NORTH,C
144601,KAPURTHALA,PUNJAB,NORTH,C
144802,KAPURTHALA,PUNJAB,NORTH,C
145001,PATHANKOT,PUNJAB,NORTH,C
146001,HOSHIARPUR,PUNJAB,NORTH,C
146021,HOSHIARPUR,PUNJAB,NORTH,C
146022,HOSHIARPUR,PUNJAB,NORTH,C
146023,HOSHIARPUR,PUNJAB,NORTH,C
146024,HOSHIARPUR,PUNJAB,NORTH,C
146111,HOSHIARPUR,PUNJAB,NORTH,C
147001,PATIALA,PUNJAB,NORTH,B
147002,PATIALA,PUNJAB,NORTH,B
147003,PATIALA,PUNJAB,NORTH,B
147004,PATIALA,PUNJAB,NORTH,B
147005,PATIALA,PUNJAB,NORTH,B
147201,PATIALA,PUNJAB,NORTH,C
147301,MANDI GOBINDGARH,PUNJAB,NORTH,C
148001,PATIALA,PUNJAB,NORTH,C
148023,LUDHIANA,PUNJAB,NORTH,C
148026,PATIALA,PUNJAB,NORTH,B
148101,BHATINDA,PUNJAB,NORTH,C
151001,BHATINDA,PUNJAB,NORTH,B
151004,BHATINDA,PUNJAB,NORTH,B
151005,BHATINDA,PUNJAB,NORTH,B
151203,BHATINDA,PUNJAB,NORTH,C
151204,BHATINDA,PUNJAB,NORTH,C
151505,BHATINDA,PUNJAB,NORTH,C
152001,BHATINDA,PUNJAB,NORTH,C
152002,BHATINDA,PUNJAB,NORTH,C
152026,MUKTSAR,PUNJAB,NORTH,C
152107,BHATINDA,PUNJAB,NORTH,C
152116,BHATINDA,PUNJAB,NORTH,C
160001,CHANDIGARH,CHANDIGARH,NORTH,A
160002,CHANDIGARH,CHANDIGARH,NORTH,A
160003,CHANDIGARH,CHANDIGARH,NORTH,A
160004,ZIRAKPUR,PUNJAB,NORTH,A
160008,CHANDIGARH,CHANDIGARH,NORTH,A
160009,CHANDIGARH,CHANDIGARH,NORTH,A
160010,CHANDIGARH,CHANDIGARH,NORTH,A
160011,CHANDIGARH,CHANDIGARH,NORTH,A
160012,CHANDIGARH,CHANDIGARH,NORTH,A
160014,CHANDIGARH,CHANDIGARH,NORTH,A
160015,CHANDIGARH,CHANDIGARH,NORTH,A
160016,CHANDIGARH,CHANDIGARH,NORTH,A
160017,CHANDIGARH,CHANDIGARH,NORTH,A
160018,CHANDIGARH,CHANDIGARH,NORTH,A
160019,PANCHKULA,HARYANA,NORTH,A
160020,PANCHKULA,HARYANA,NORTH,A
160022,CHANDIGARH,CHANDIGARH,NORTH,A
160023,CHANDIGARH,CHANDIGARH,NORTH,A
160025,CHANDIGARH,CHANDIGARH,NORTH,A
160026,CHANDIGARH,CHANDIGARH,NORTH,A
160030,CHANDIGARH,CHANDIGARH,NORTH,A
160031,CHANDIGARH,CHANDIGARH,NORTH,A
160036,CHANDIGARH,CHANDIGARH,NORTH,A
160046,CHANDIGARH,CHANDIGARH,NORTH,A
160047,CHANDIGARH,CHANDIGARH,NORTH,A
160051,CHANDIGARH,PUNJAB,NORTH,A
160055,CHANDIGARH,PUNJAB,NORTH,A
160056,CHANDIGARH,PUNJAB,NORTH,A
160058,CHANDIGARH,PUNJAB,NORTH,A
160059,CHANDIGARH,PUNJAB,NORTH,A
160061,CHANDIGARH,PUNJAB,NORTH,A
160062,CHANDIGARH,PUNJAB,NORTH,A
160071,CHANDIGARH,PUNJAB,NORTH,A
160101,CHANDIGARH,CHANDIGARH,NORTH,A
160106,CHANDIGARH,CHANDIGARH,NORTH,A
171001,SHIMLA,HIMACHAL PRADES,NORTH,C
171002,SHIMLA,HIMACHAL PRADES,NORTH,C
171003,SHIMLA,HIMACHAL PRADES,NORTH,C
171004,SHIMLA,HIMACHAL PRADES,NORTH,C
171005,SHIMLA,HIMACHAL PRADES,NORTH,C
171009,SHIMLA,HIMACHAL PRADES,NORTH,C
173205,BADDI,HIMACHAL PRADES,NORTH,B
173212,SHIMLA,HIMACHAL PRADES,NORTH,B
173213,SHIMLA,HIMACHAL PRADES,NORTH,B
173214,SHIMLA,HIMACHAL PRADES,NORTH,B
173220,PARWANOO,HIMACHAL PRADES,NORTH,B
174103,BADDI,HIMACHAL PRADES,NORTH,B
174303,NANGAL,HIMACHAL PRADES,NORTH,C
174315,NANGAL,HIMACHAL PRADES,NORTH,C
175001,NANAGAL,HIMACHAL PRADES,NORTH,C
176057,DHARAMSHALA,HIMACHAL PRADES,NORTH,C
176215,DHARAMSHALA,HIMACHAL PRADES,NORTH,C
176216,DHARAMSHALA,HIMACHAL PRADES,NORTH,C
176218,DHARAMSHALA,HIMACHAL PRADES,NORTH,C
176219,DHARAMSHALA,HIMACHAL PRADES,NORTH,C
180001,JAMMU,JAMMU AND KASHM,NORTH,C
180002,JAMMU,JAMMU AND KASHM,NORTH,C
180003,JAMMU,JAMMU AND KASHM,NORTH,C
180004,JAMMU,JAMMU AND KASHM,NORTH,C
180005,JAMMU,JAMMU AND KASHM,NORTH,C
180006,JAMMU,JAMMU AND KASHM,NORTH,C
180007,JAMMU,JAMMU AND KASHM,NORTH,C
180010,JAMMU,JAMMU AND KASHM,NORTH,C
180011,JAMMU,JAMMU AND KASHM,NORTH,C
180012,JAMMU,JAMMU AND KASHM,NORTH,C
180013,JAMMU,JAMMU AND KASHM,NORTH,C
181133,JAMMU,JAMMU AND KASHM,NORTH,C
181152,JAMMU,JAMMU AND KASHM,NORTH,C
190001,SRINAGAR,JAMMU AND KASHM,NORTH,C
190002,SRINAGAR,JAMMU AND KASHM,NORTH,C
190003,SRINAGAR,JAMMU AND KASHM,NORTH,C
190004,SRINAGAR,JAMMU AND KASHM,NORTH,C
190005,SRINAGAR,JAMMU AND KASHM,NORTH,C
190006,SRINAGAR,JAMMU AND KASHM,NORTH,C
190007,SRINAGAR,JAMMU AND KASHM,NORTH,C
190008,SRINAGAR,JAMMU AND KASHM,NORTH,C
190009,SRINAGAR,JAMMU AND KASHM,NORTH,C
190010,SRINAGAR,JAMMU AND KASHM,NORTH,C
190011,SRINAGAR,JAMMU AND KASHM,NORTH,C
190012,SRINAGAR,JAMMU AND KASHM,NORTH,C
190014,SRINAGAR,JAMMU AND KASHM,NORTH,C
190015,SRINAGAR,JAMMU AND KASHM,NORTH,C
190017,SRINAGAR,JAMMU AND KASHM,NORTH,C
190020,SRINAGAR,JAMMU AND KASHM,NORTH,C
190023,SRINAGAR,JAMMU AND KASHM,NORTH,C
191101,SRINAGAR,JAMMU AND KASHM,NORTH,C
191102,SRINAGAR,JAMMU AND KASHM,NORTH,C
191104,SRINAGAR,JAMMU AND KASHM,NORTH,C
191111,SRINAGAR,JAMMU AND KASHM,NORTH,C
191115,SRINAGAR,JAMMU AND KASHM,NORTH,C
191123,SRINAGAR,JAMMU AND KASHM,NORTH,C
191124,SRINAGAR,JAMMU AND KASHM,NORTH,C
192101,ANANTNAG,JAMMU AND KASHM,NORTH,C
192102,ANANTNAG,JAMMU AND KASHM,NORTH,C
192121,PULWAMA,JAMMU AND KASHM,NORTH,C
192122,PULWAMA,JAMMU AND KASHM,NORTH,C
192124,ANANTNAG,JAMMU AND KASHM,NORTH,C
192125,ANANTNAG,JAMMU AND KASHM,NORTH,C
192210,ANANTNAG,JAMMU AND KASHM,NORTH,C
192301,PULWAMA,JAMMU AND KASHM,NORTH,C
192302,PULWAMA,JAMMU AND KASHM,NORTH,C
192303,PULWAMA,JAMMU AND KASHM,NORTH,C
192305,PULWAMA,JAMMU AND KASHM,NORTH,C
192308,PULWAMA,JAMMU AND KASHM,NORTH,C
193101,BARAMULLA,JAMMU AND KASHM,NORTH,C
193103,BARAMULLA,JAMMU AND KASHM,NORTH,C
193123,BARAMULLA,JAMMU AND KASHM,NORTH,C
193125,BARAMULLA,JAMMU AND KASHM,NORTH,C
193201,SOPORE,JAMMU AND KASHM,NORTH,C
193202,SOPORE,JAMMU AND KASHM,NORTH,C
193222,KUPWARA,JAMMU AND KASHM,NORTH,C
193302,HAWAL,JAMMU AND KASHM,NORTH,C
201001,GHAZIABAD,UTTAR PRADESH,NORTH,A
201002,GHAZIABAD,UTTAR PRADESH,NORTH,A
201003,GHAZIABAD,UTTAR PRADESH,NORTH,A
201004,GHAZIABAD,UTTAR PRADESH,NORTH,A
201005,GHAZIABAD,UTTAR PRADESH,NORTH,A
201007,GHAZIABAD,UTTAR PRADESH,NORTH,A
201009,GHAZIABAD,UTTAR PRADESH,NORTH,A
201010,GHAZIABAD,UTTAR PRADESH,NORTH,A
201011,GHAZIABAD,UTTAR PRADESH,NORTH,A
201012,GHAZIABAD,UTTAR PRADESH,NORTH,A
201013,GHAZIABAD,UTTAR PRADESH,NORTH,A
201014,GHAZIABAD,UTTAR PRADESH,NORTH,A
201204,GHAZIABAD,UTTAR PRADESH,NORTH,B
201300,NOIDA,UTTAR PRADESH,NORTH,A
201301,NOIDA,UTTAR PRADESH,NORTH,A
201303,NOIDA,UTTAR PRADESH,NORTH,A
201304,NOIDA,UTTAR PRADESH,NORTH,A
201305,NOIDA,UTTAR PRADESH,NORTH,A
201306,NOIDA,UTTAR PRADESH,NORTH,A
201307,NOIDA,UTTAR PRADESH,NORTH,A
201308,NOIDA,UTTAR PRADESH,NORTH,A
201309,NOIDA,UTTAR PRADESH,NORTH,A
201310,NOIDA,UTTAR PRADESH,NORTH,A
202001,ALIGARH,UTTAR PRADESH,NORTH,C
202002,ALIGARH,UTTAR PRADESH,NORTH,C
203001,BULANDSHAHAR,UTTAR PRADESH,NORTH,C
203131,BULANDSHAHAR,UTTAR PRADESH,NORTH,C
204101,HATHRAS,UTTAR PRADESH,NORTH,C
208001,KANPUR,UTTAR PRADESH,NORTH,A
208002,KANPUR,UTTAR PRADESH,NORTH,A
208003,KANPUR,UTTAR PRADESH,NORTH,A
208004,KANPUR,UTTAR PRADESH,NORTH,A
208005,KANPUR,UTTAR PRADESH,NORTH,A
208006,KANPUR,UTTAR PRADESH,NORTH,A
208007,KANPUR,UTTAR PRADESH,NORTH,A
208008,KANPUR,UTTAR PRADESH,NORTH,A
208009,KANPUR,UTTAR PRADESH,NORTH,A
208010,KANPUR,UTTAR PRADESH,NORTH,A
208011,KANPUR,UTTAR PRADESH,NORTH,A
208012,KANPUR,UTTAR PRADESH,NORTH,A
208013,KANPUR,UTTAR PRADESH,NORTH,A
208014,KANPUR,UTTAR PRADESH,NORTH,A
208015,KANPUR,UTTAR PRADESH,NORTH,A
208016,KANPUR,UTTAR PRADESH,NORTH,A
208017,KANPUR,UTTAR PRADESH,NORTH,A
208018,KANPUR,UTTAR PRADESH,NORTH,A
208019,KANPUR,UTTAR PRADESH,NORTH,A
208020,KANPUR,UTTAR PRADESH,NORTH,A
208021,KANPUR,UTTAR PRADESH,NORTH,A
208022,KANPUR,UTTAR PRADESH,NORTH,A
208023,KANPUR,UTTAR PRADESH,NORTH,A
208024,KANPUR,UTTAR PRADESH,NORTH,A
208025,KANPUR,UTTAR PRADESH,NORTH,A
208026,KANPUR,UTTAR PRADESH,NORTH,A
208027,KANPUR,UTTAR PRADESH,NORTH,A
209601,FARUKHABAD,UTTAR PRADESH,NORTH,C
209602,FARUKHABAD,UTTAR PRADESH,NORTH,C
209621,FARUKHABAD,UTTAR PRADESH,NORTH,C
209622,FARUKHABAD,UTTAR PRADESH,NORTH,C
209624,FARUKHABAD,UTTAR PRADESH,NORTH,C
209625,FARUKHABAD,UTTAR PRADESH,NORTH,C
209722,KANNAUJ,UTTAR PRADESH,NORTH,C
209725,KANNAUJ,UTTAR PRADESH,NORTH,C
209726,KANNAUJ,UTTAR PRADESH,NORTH,C
209727,KANNAUJ,UTTAR PRADESH,NORTH,C
209729,KANNAUJ,UTTAR PRADESH,NORTH,C
209732,KANNAUJ,UTTAR PRADESH,NORTH,C
209734,KANNAUJ,UTTAR PRADESH,NORTH,C
209735,KANNAUJ,UTTAR PRADESH,NORTH,C
209736,KANNAUJ,UTTAR PRADESH,NORTH,C
209738,KANNAUJ,UTTAR PRADESH,NORTH,C
209747,KANNAUJ,UTTAR PRADESH,NORTH,C
209801,UNNAO,UTTAR PRADESH,NORTH,C
209859,UNNAO,UTTAR PRADESH,NORTH,C
209861,KANPUR,UTTAR PRADESH,NORTH,A
209862,UNNAO,UTTAR PRADESH,NORTH,C
210001,BANDA,UTTAR PRADESH,NORTH,C
210204,BANDA,UTTAR PRADESH,NORTH,C
210205,BANDA,UTTAR PRADESH,NORTH,C
211001,ALLAHABAD,UTTAR PRADESH,NORTH,C
211002,ALLAHABAD,UTTAR PRADESH,NORTH,C
211003,ALLAHABAD,UTTAR PRADESH,NORTH,C
211004,ALLAHABAD,UTTAR PRADESH,NORTH,C
211005,ALLAHABAD,UTTAR PRADESH,NORTH,C
211006,ALLAHABAD,UTTAR PRADESH,NORTH,C
211007,ALLAHABAD,UTTAR PRADESH,NORTH,C
211008,ALLAHABAD,UTTAR PRADESH,NORTH,C
211009,ALLAHABAD,UTTAR PRADESH,NORTH,C
211010,ALLAHABAD,UTTAR PRADESH,NORTH,C
211011,ALLAHABAD,UTTAR PRADESH,NORTH,C
211012,ALLAHABAD,UTTAR PRADESH,NORTH,C
211014,ALLAHABAD,UTTAR PRADESH,NORTH,C
211015,ALLAHABAD,UTTAR PRADESH,NORTH,C
211019,ALLAHABAD,UTTAR PRADESH,NORTH,C
221001,VARANASI,UTTAR PRADESH,NORTH,B
221002,VARANASI,UTTAR PRADESH,NORTH,B
221003,VARANASI,UTTAR PRADESH,NORTH,B
221004,VARANASI,UTTAR PRADESH,NORTH,B
221005,VARANASI,UTTAR PRADESH,NORTH,B
221006,VARANASI,UTTAR PRADESH,NORTH,B
221007,VARANASI,UTTAR PRADESH,NORTH,B
221010,VARANASI,UTTAR PRADESH,NORTH,B
221103,VARANASI,UTTAR PRADESH,NORTH,B
221105,VARANASI,UTTAR PRADESH,NORTH,B
221109,VARANASI,UTTAR PRADESH,NORTH,B
221401,BHADOHI,UTTAR PRADESH,NORTH,B
222001,VARANASI,UTTAR PRADESH,NORTH,C
